tipo_label,pixels
1,"[[[125 755]]

 [[127 757]]

 [[127 758]]

 [[128 759]]

 [[128 760]]

 [[129 761]]

 [[129 762]]

 [[130 763]]

 [[130 764]]

 [[131 765]]

 [[131 766]]

 [[132 767]]

 [[132 768]]

 [[133 769]]

 [[133 770]]

 [[134 771]]

 [[134 772]]

 [[135 773]]

 [[135 774]]

 [[136 775]]

 [[136 776]]

 [[137 777]]

 [[137 778]]

 [[138 779]]

 [[138 780]]

 [[139 781]]

 [[139 782]]

 [[140 783]]

 [[140 784]]

 [[141 785]]

 [[141 786]]

 [[142 787]]

 [[142 788]]

 [[143 789]]

 [[143 790]]

 [[144 791]]

 [[144 792]]

 [[145 793]]

 [[145 794]]

 [[144 795]]

 [[106 795]]

 [[105 794]]

 [[105 793]]

 [[106 792]]

 [[106 791]]

 [[107 790]]

 [[107 789]]

 [[108 788]]

 [[108 787]]

 [[109 786]]

 [[109 785]]

 [[110 784]]

 [[110 783]]

 [[111 782]]

 [[111 781]]

 [[112 780]]

 [[112 779]]

 [[113 778]]

 [[113 777]]

 [[114 776]]

 [[114 775]]

 [[115 774]]

 [[115 773]]

 [[116 772]]

 [[116 771]]

 [[117 770]]

 [[117 769]]

 [[118 768]]

 [[118 767]]

 [[119 766]]

 [[119 765]]

 [[120 764]]

 [[120 763]]

 [[121 762]]

 [[121 761]]

 [[122 760]]

 [[122 759]]

 [[123 758]]

 [[123 757]]]"
1,"[[[825 754]]

 [[827 756]]

 [[827 757]]

 [[828 758]]

 [[828 759]]

 [[829 760]]

 [[829 761]]

 [[830 762]]

 [[830 763]]

 [[831 764]]

 [[831 765]]

 [[832 766]]

 [[832 767]]

 [[833 768]]

 [[833 769]]

 [[834 770]]

 [[834 771]]

 [[835 772]]

 [[835 773]]

 [[836 774]]

 [[836 775]]

 [[837 776]]

 [[837 777]]

 [[838 778]]

 [[838 779]]

 [[839 780]]

 [[839 781]]

 [[840 782]]

 [[840 783]]

 [[841 784]]

 [[841 785]]

 [[842 786]]

 [[842 787]]

 [[843 788]]

 [[843 789]]

 [[844 790]]

 [[844 791]]

 [[845 792]]

 [[845 793]]

 [[846 794]]

 [[846 795]]

 [[845 796]]

 [[805 796]]

 [[804 795]]

 [[804 794]]

 [[805 793]]

 [[805 792]]

 [[806 791]]

 [[806 790]]

 [[807 789]]

 [[807 788]]

 [[808 787]]

 [[808 786]]

 [[809 785]]

 [[809 784]]

 [[810 783]]

 [[810 782]]

 [[811 781]]

 [[811 780]]

 [[812 779]]

 [[812 778]]

 [[813 777]]

 [[813 776]]

 [[814 775]]

 [[814 774]]

 [[815 773]]

 [[815 772]]

 [[816 771]]

 [[816 770]]

 [[817 769]]

 [[817 768]]

 [[818 767]]

 [[818 766]]

 [[819 765]]

 [[819 764]]

 [[820 763]]

 [[820 762]]

 [[821 761]]

 [[821 760]]

 [[822 759]]

 [[822 758]]

 [[823 757]]

 [[823 756]]]"
1,"[[[675 719]]

 [[677 721]]

 [[677 722]]

 [[678 723]]

 [[678 724]]

 [[679 725]]

 [[679 726]]

 [[680 727]]

 [[680 728]]

 [[681 729]]

 [[681 730]]

 [[680 731]]

 [[670 731]]

 [[669 730]]

 [[669 729]]

 [[670 728]]

 [[670 727]]

 [[671 726]]

 [[671 725]]

 [[672 724]]

 [[672 723]]

 [[673 722]]

 [[673 721]]]"
1,"[[[225 718]]

 [[227 720]]

 [[227 721]]

 [[228 722]]

 [[228 723]]

 [[229 724]]

 [[229 725]]

 [[230 726]]

 [[230 727]]

 [[231 728]]

 [[231 729]]

 [[232 730]]

 [[232 731]]

 [[231 732]]

 [[219 732]]

 [[218 731]]

 [[218 730]]

 [[219 729]]

 [[219 728]]

 [[220 727]]

 [[220 726]]

 [[221 725]]

 [[221 724]]

 [[222 723]]

 [[222 722]]

 [[223 721]]

 [[223 720]]]"
1,"[[[ 75 718]]

 [[ 77 720]]

 [[ 77 721]]

 [[ 78 722]]

 [[ 78 723]]

 [[ 79 724]]

 [[ 79 725]]

 [[ 80 726]]

 [[ 80 727]]

 [[ 81 728]]

 [[ 81 729]]

 [[ 82 730]]

 [[ 82 731]]

 [[ 81 732]]

 [[ 69 732]]

 [[ 68 731]]

 [[ 68 730]]

 [[ 69 729]]

 [[ 69 728]]

 [[ 70 727]]

 [[ 70 726]]

 [[ 71 725]]

 [[ 71 724]]

 [[ 72 723]]

 [[ 72 722]]

 [[ 73 721]]

 [[ 73 720]]]"
1,"[[[925 717]]

 [[927 719]]

 [[927 720]]

 [[928 721]]

 [[928 722]]

 [[929 723]]

 [[929 724]]

 [[930 725]]

 [[930 726]]

 [[931 727]]

 [[931 728]]

 [[932 729]]

 [[932 730]]

 [[933 731]]

 [[933 732]]

 [[932 733]]

 [[918 733]]

 [[917 732]]

 [[917 731]]

 [[918 730]]

 [[918 729]]

 [[919 728]]

 [[919 727]]

 [[920 726]]

 [[920 725]]

 [[921 724]]

 [[921 723]]

 [[922 722]]

 [[922 721]]

 [[923 720]]

 [[923 719]]]"
1,"[[[625 716]]

 [[627 718]]

 [[627 719]]

 [[628 720]]

 [[628 721]]

 [[629 722]]

 [[629 723]]

 [[630 724]]

 [[630 725]]

 [[631 726]]

 [[631 727]]

 [[632 728]]

 [[632 729]]

 [[633 730]]

 [[633 731]]

 [[634 732]]

 [[634 733]]

 [[633 734]]

 [[617 734]]

 [[616 733]]

 [[616 732]]

 [[617 731]]

 [[617 730]]

 [[618 729]]

 [[618 728]]

 [[619 727]]

 [[619 726]]

 [[620 725]]

 [[620 724]]

 [[621 723]]

 [[621 722]]

 [[622 721]]

 [[622 720]]

 [[623 719]]

 [[623 718]]]"
1,"[[[375 714]]

 [[377 716]]

 [[377 717]]

 [[378 718]]

 [[378 719]]

 [[379 720]]

 [[379 721]]

 [[380 722]]

 [[380 723]]

 [[381 724]]

 [[381 725]]

 [[382 726]]

 [[382 727]]

 [[383 728]]

 [[383 729]]

 [[384 730]]

 [[384 731]]

 [[385 732]]

 [[385 733]]

 [[386 734]]

 [[386 735]]

 [[385 736]]

 [[365 736]]

 [[364 735]]

 [[364 734]]

 [[365 733]]

 [[365 732]]

 [[366 731]]

 [[366 730]]

 [[367 729]]

 [[367 728]]

 [[368 727]]

 [[368 726]]

 [[369 725]]

 [[369 724]]

 [[370 723]]

 [[370 722]]

 [[371 721]]

 [[371 720]]

 [[372 719]]

 [[372 718]]

 [[373 717]]

 [[373 716]]]"
1,"[[[125 714]]

 [[127 716]]

 [[127 717]]

 [[128 718]]

 [[128 719]]

 [[129 720]]

 [[129 721]]

 [[130 722]]

 [[130 723]]

 [[131 724]]

 [[131 725]]

 [[132 726]]

 [[132 727]]

 [[133 728]]

 [[133 729]]

 [[134 730]]

 [[134 731]]

 [[135 732]]

 [[135 733]]

 [[136 734]]

 [[136 735]]

 [[135 736]]

 [[115 736]]

 [[114 735]]

 [[114 734]]

 [[115 733]]

 [[115 732]]

 [[116 731]]

 [[116 730]]

 [[117 729]]

 [[117 728]]

 [[118 727]]

 [[118 726]]

 [[119 725]]

 [[119 724]]

 [[120 723]]

 [[120 722]]

 [[121 721]]

 [[121 720]]

 [[122 719]]

 [[122 718]]

 [[123 717]]

 [[123 716]]]"
1,"[[[525 713]]

 [[527 715]]

 [[527 716]]

 [[528 717]]

 [[528 718]]

 [[529 719]]

 [[529 720]]

 [[530 721]]

 [[530 722]]

 [[531 723]]

 [[531 724]]

 [[532 725]]

 [[532 726]]

 [[533 727]]

 [[533 728]]

 [[534 729]]

 [[534 730]]

 [[535 731]]

 [[535 732]]

 [[536 733]]

 [[536 734]]

 [[537 735]]

 [[537 736]]

 [[536 737]]

 [[514 737]]

 [[513 736]]

 [[513 735]]

 [[514 734]]

 [[514 733]]

 [[515 732]]

 [[515 731]]

 [[516 730]]

 [[516 729]]

 [[517 728]]

 [[517 727]]

 [[518 726]]

 [[518 725]]

 [[519 724]]

 [[519 723]]

 [[520 722]]

 [[520 721]]

 [[521 720]]

 [[521 719]]

 [[522 718]]

 [[522 717]]

 [[523 716]]

 [[523 715]]]"
1,"[[[175 713]]

 [[177 715]]

 [[177 716]]

 [[178 717]]

 [[178 718]]

 [[179 719]]

 [[179 720]]

 [[180 721]]

 [[180 722]]

 [[181 723]]

 [[181 724]]

 [[182 725]]

 [[182 726]]

 [[183 727]]

 [[183 728]]

 [[184 729]]

 [[184 730]]

 [[185 731]]

 [[185 732]]

 [[186 733]]

 [[186 734]]

 [[187 735]]

 [[187 736]]

 [[186 737]]

 [[164 737]]

 [[163 736]]

 [[163 735]]

 [[164 734]]

 [[164 733]]

 [[165 732]]

 [[165 731]]

 [[166 730]]

 [[166 729]]

 [[167 728]]

 [[167 727]]

 [[168 726]]

 [[168 725]]

 [[169 724]]

 [[169 723]]

 [[170 722]]

 [[170 721]]

 [[171 720]]

 [[171 719]]

 [[172 718]]

 [[172 717]]

 [[173 716]]

 [[173 715]]]"
1,"[[[975 712]]

 [[977 714]]

 [[977 715]]

 [[978 716]]

 [[978 717]]

 [[979 718]]

 [[979 719]]

 [[980 720]]

 [[980 721]]

 [[981 722]]

 [[981 723]]

 [[982 724]]

 [[982 725]]

 [[983 726]]

 [[983 727]]

 [[984 728]]

 [[984 729]]

 [[985 730]]

 [[985 731]]

 [[986 732]]

 [[986 733]]

 [[987 734]]

 [[987 735]]

 [[988 736]]

 [[988 737]]

 [[987 738]]

 [[963 738]]

 [[962 737]]

 [[962 736]]

 [[963 735]]

 [[963 734]]

 [[964 733]]

 [[964 732]]

 [[965 731]]

 [[965 730]]

 [[966 729]]

 [[966 728]]

 [[967 727]]

 [[967 726]]

 [[968 725]]

 [[968 724]]

 [[969 723]]

 [[969 722]]

 [[970 721]]

 [[970 720]]

 [[971 719]]

 [[971 718]]

 [[972 717]]

 [[972 716]]

 [[973 715]]

 [[973 714]]]"
1,"[[[475 712]]

 [[477 714]]

 [[477 715]]

 [[478 716]]

 [[478 717]]

 [[479 718]]

 [[479 719]]

 [[480 720]]

 [[480 721]]

 [[481 722]]

 [[481 723]]

 [[482 724]]

 [[482 725]]

 [[483 726]]

 [[483 727]]

 [[484 728]]

 [[484 729]]

 [[485 730]]

 [[485 731]]

 [[486 732]]

 [[486 733]]

 [[487 734]]

 [[487 735]]

 [[488 736]]

 [[488 737]]

 [[487 738]]

 [[463 738]]

 [[462 737]]

 [[462 736]]

 [[463 735]]

 [[463 734]]

 [[464 733]]

 [[464 732]]

 [[465 731]]

 [[465 730]]

 [[466 729]]

 [[466 728]]

 [[467 727]]

 [[467 726]]

 [[468 725]]

 [[468 724]]

 [[469 723]]

 [[469 722]]

 [[470 721]]

 [[470 720]]

 [[471 719]]

 [[471 718]]

 [[472 717]]

 [[472 716]]

 [[473 715]]

 [[473 714]]]"
1,"[[[725 711]]

 [[727 713]]

 [[727 714]]

 [[728 715]]

 [[728 716]]

 [[729 717]]

 [[729 718]]

 [[730 719]]

 [[730 720]]

 [[731 721]]

 [[731 722]]

 [[732 723]]

 [[732 724]]

 [[733 725]]

 [[733 726]]

 [[734 727]]

 [[734 728]]

 [[735 729]]

 [[735 730]]

 [[736 731]]

 [[736 732]]

 [[737 733]]

 [[737 734]]

 [[738 735]]

 [[738 736]]

 [[739 737]]

 [[739 738]]

 [[738 739]]

 [[712 739]]

 [[711 738]]

 [[711 737]]

 [[712 736]]

 [[712 735]]

 [[713 734]]

 [[713 733]]

 [[714 732]]

 [[714 731]]

 [[715 730]]

 [[715 729]]

 [[716 728]]

 [[716 727]]

 [[717 726]]

 [[717 725]]

 [[718 724]]

 [[718 723]]

 [[719 722]]

 [[719 721]]

 [[720 720]]

 [[720 719]]

 [[721 718]]

 [[721 717]]

 [[722 716]]

 [[722 715]]

 [[723 714]]

 [[723 713]]]"
1,"[[[425 710]]

 [[427 712]]

 [[427 713]]

 [[428 714]]

 [[428 715]]

 [[429 716]]

 [[429 717]]

 [[430 718]]

 [[430 719]]

 [[431 720]]

 [[431 721]]

 [[432 722]]

 [[432 723]]

 [[433 724]]

 [[433 725]]

 [[434 726]]

 [[434 727]]

 [[435 728]]

 [[435 729]]

 [[436 730]]

 [[436 731]]

 [[437 732]]

 [[437 733]]

 [[438 734]]

 [[438 735]]

 [[439 736]]

 [[439 737]]

 [[440 738]]

 [[440 739]]

 [[439 740]]

 [[411 740]]

 [[410 739]]

 [[410 738]]

 [[411 737]]

 [[411 736]]

 [[412 735]]

 [[412 734]]

 [[413 733]]

 [[413 732]]

 [[414 731]]

 [[414 730]]

 [[415 729]]

 [[415 728]]

 [[416 727]]

 [[416 726]]

 [[417 725]]

 [[417 724]]

 [[418 723]]

 [[418 722]]

 [[419 721]]

 [[419 720]]

 [[420 719]]

 [[420 718]]

 [[421 717]]

 [[421 716]]

 [[422 715]]

 [[422 714]]

 [[423 713]]

 [[423 712]]]"
1,"[[[325 710]]

 [[327 712]]

 [[327 713]]

 [[328 714]]

 [[328 715]]

 [[329 716]]

 [[329 717]]

 [[330 718]]

 [[330 719]]

 [[331 720]]

 [[331 721]]

 [[332 722]]

 [[332 723]]

 [[333 724]]

 [[333 725]]

 [[334 726]]

 [[334 727]]

 [[335 728]]

 [[335 729]]

 [[336 730]]

 [[336 731]]

 [[337 732]]

 [[337 733]]

 [[338 734]]

 [[338 735]]

 [[339 736]]

 [[339 737]]

 [[340 738]]

 [[340 739]]

 [[339 740]]

 [[311 740]]

 [[310 739]]

 [[310 738]]

 [[311 737]]

 [[311 736]]

 [[312 735]]

 [[312 734]]

 [[313 733]]

 [[313 732]]

 [[314 731]]

 [[314 730]]

 [[315 729]]

 [[315 728]]

 [[316 727]]

 [[316 726]]

 [[317 725]]

 [[317 724]]

 [[318 723]]

 [[318 722]]

 [[319 721]]

 [[319 720]]

 [[320 719]]

 [[320 718]]

 [[321 717]]

 [[321 716]]

 [[322 715]]

 [[322 714]]

 [[323 713]]

 [[323 712]]]"
1,"[[[825 708]]

 [[827 710]]

 [[827 711]]

 [[828 712]]

 [[828 713]]

 [[829 714]]

 [[829 715]]

 [[830 716]]

 [[830 717]]

 [[831 718]]

 [[831 719]]

 [[832 720]]

 [[832 721]]

 [[833 722]]

 [[833 723]]

 [[834 724]]

 [[834 725]]

 [[835 726]]

 [[835 727]]

 [[836 728]]

 [[836 729]]

 [[837 730]]

 [[837 731]]

 [[838 732]]

 [[838 733]]

 [[839 734]]

 [[839 735]]

 [[840 736]]

 [[840 737]]

 [[841 738]]

 [[841 739]]

 [[842 740]]

 [[842 741]]

 [[841 742]]

 [[809 742]]

 [[808 741]]

 [[808 740]]

 [[809 739]]

 [[809 738]]

 [[810 737]]

 [[810 736]]

 [[811 735]]

 [[811 734]]

 [[812 733]]

 [[812 732]]

 [[813 731]]

 [[813 730]]

 [[814 729]]

 [[814 728]]

 [[815 727]]

 [[815 726]]

 [[816 725]]

 [[816 724]]

 [[817 723]]

 [[817 722]]

 [[818 721]]

 [[818 720]]

 [[819 719]]

 [[819 718]]

 [[820 717]]

 [[820 716]]

 [[821 715]]

 [[821 714]]

 [[822 713]]

 [[822 712]]

 [[823 711]]

 [[823 710]]]"
1,"[[[575 708]]

 [[577 710]]

 [[577 711]]

 [[578 712]]

 [[578 713]]

 [[579 714]]

 [[579 715]]

 [[580 716]]

 [[580 717]]

 [[581 718]]

 [[581 719]]

 [[582 720]]

 [[582 721]]

 [[583 722]]

 [[583 723]]

 [[584 724]]

 [[584 725]]

 [[585 726]]

 [[585 727]]

 [[586 728]]

 [[586 729]]

 [[587 730]]

 [[587 731]]

 [[588 732]]

 [[588 733]]

 [[589 734]]

 [[589 735]]

 [[590 736]]

 [[590 737]]

 [[591 738]]

 [[591 739]]

 [[592 740]]

 [[592 741]]

 [[591 742]]

 [[559 742]]

 [[558 741]]

 [[558 740]]

 [[559 739]]

 [[559 738]]

 [[560 737]]

 [[560 736]]

 [[561 735]]

 [[561 734]]

 [[562 733]]

 [[562 732]]

 [[563 731]]

 [[563 730]]

 [[564 729]]

 [[564 728]]

 [[565 727]]

 [[565 726]]

 [[566 725]]

 [[566 724]]

 [[567 723]]

 [[567 722]]

 [[568 721]]

 [[568 720]]

 [[569 719]]

 [[569 718]]

 [[570 717]]

 [[570 716]]

 [[571 715]]

 [[571 714]]

 [[572 713]]

 [[572 712]]

 [[573 711]]

 [[573 710]]]"
1,"[[[775 707]]

 [[777 709]]

 [[777 710]]

 [[778 711]]

 [[778 712]]

 [[779 713]]

 [[779 714]]

 [[780 715]]

 [[780 716]]

 [[781 717]]

 [[781 718]]

 [[782 719]]

 [[782 720]]

 [[783 721]]

 [[783 722]]

 [[784 723]]

 [[784 724]]

 [[785 725]]

 [[785 726]]

 [[786 727]]

 [[786 728]]

 [[787 729]]

 [[787 730]]

 [[788 731]]

 [[788 732]]

 [[789 733]]

 [[789 734]]

 [[790 735]]

 [[790 736]]

 [[791 737]]

 [[791 738]]

 [[792 739]]

 [[792 740]]

 [[793 741]]

 [[793 742]]

 [[792 743]]

 [[758 743]]

 [[757 742]]

 [[757 741]]

 [[758 740]]

 [[758 739]]

 [[759 738]]

 [[759 737]]

 [[760 736]]

 [[760 735]]

 [[761 734]]

 [[761 733]]

 [[762 732]]

 [[762 731]]

 [[763 730]]

 [[763 729]]

 [[764 728]]

 [[764 727]]

 [[765 726]]

 [[765 725]]

 [[766 724]]

 [[766 723]]

 [[767 722]]

 [[767 721]]

 [[768 720]]

 [[768 719]]

 [[769 718]]

 [[769 717]]

 [[770 716]]

 [[770 715]]

 [[771 714]]

 [[771 713]]

 [[772 712]]

 [[772 711]]

 [[773 710]]

 [[773 709]]]"
1,"[[[ 25 707]]

 [[ 27 709]]

 [[ 27 710]]

 [[ 28 711]]

 [[ 28 712]]

 [[ 29 713]]

 [[ 29 714]]

 [[ 30 715]]

 [[ 30 716]]

 [[ 31 717]]

 [[ 31 718]]

 [[ 32 719]]

 [[ 32 720]]

 [[ 33 721]]

 [[ 33 722]]

 [[ 34 723]]

 [[ 34 724]]

 [[ 35 725]]

 [[ 35 726]]

 [[ 36 727]]

 [[ 36 728]]

 [[ 37 729]]

 [[ 37 730]]

 [[ 38 731]]

 [[ 38 732]]

 [[ 39 733]]

 [[ 39 734]]

 [[ 40 735]]

 [[ 40 736]]

 [[ 41 737]]

 [[ 41 738]]

 [[ 42 739]]

 [[ 42 740]]

 [[ 43 741]]

 [[ 43 742]]

 [[ 42 743]]

 [[  8 743]]

 [[  7 742]]

 [[  7 741]]

 [[  8 740]]

 [[  8 739]]

 [[  9 738]]

 [[  9 737]]

 [[ 10 736]]

 [[ 10 735]]

 [[ 11 734]]

 [[ 11 733]]

 [[ 12 732]]

 [[ 12 731]]

 [[ 13 730]]

 [[ 13 729]]

 [[ 14 728]]

 [[ 14 727]]

 [[ 15 726]]

 [[ 15 725]]

 [[ 16 724]]

 [[ 16 723]]

 [[ 17 722]]

 [[ 17 721]]

 [[ 18 720]]

 [[ 18 719]]

 [[ 19 718]]

 [[ 19 717]]

 [[ 20 716]]

 [[ 20 715]]

 [[ 21 714]]

 [[ 21 713]]

 [[ 22 712]]

 [[ 22 711]]

 [[ 23 710]]

 [[ 23 709]]]"
1,"[[[875 706]]

 [[877 708]]

 [[877 709]]

 [[878 710]]

 [[878 711]]

 [[879 712]]

 [[879 713]]

 [[880 714]]

 [[880 715]]

 [[881 716]]

 [[881 717]]

 [[882 718]]

 [[882 719]]

 [[883 720]]

 [[883 721]]

 [[884 722]]

 [[884 723]]

 [[885 724]]

 [[885 725]]

 [[886 726]]

 [[886 727]]

 [[887 728]]

 [[887 729]]

 [[888 730]]

 [[888 731]]

 [[889 732]]

 [[889 733]]

 [[890 734]]

 [[890 735]]

 [[891 736]]

 [[891 737]]

 [[892 738]]

 [[892 739]]

 [[893 740]]

 [[893 741]]

 [[894 742]]

 [[894 743]]

 [[893 744]]

 [[857 744]]

 [[856 743]]

 [[856 742]]

 [[857 741]]

 [[857 740]]

 [[858 739]]

 [[858 738]]

 [[859 737]]

 [[859 736]]

 [[860 735]]

 [[860 734]]

 [[861 733]]

 [[861 732]]

 [[862 731]]

 [[862 730]]

 [[863 729]]

 [[863 728]]

 [[864 727]]

 [[864 726]]

 [[865 725]]

 [[865 724]]

 [[866 723]]

 [[866 722]]

 [[867 721]]

 [[867 720]]

 [[868 719]]

 [[868 718]]

 [[869 717]]

 [[869 716]]

 [[870 715]]

 [[870 714]]

 [[871 713]]

 [[871 712]]

 [[872 711]]

 [[872 710]]

 [[873 709]]

 [[873 708]]]"
1,"[[[275 706]]

 [[277 708]]

 [[277 709]]

 [[278 710]]

 [[278 711]]

 [[279 712]]

 [[279 713]]

 [[280 714]]

 [[280 715]]

 [[281 716]]

 [[281 717]]

 [[282 718]]

 [[282 719]]

 [[283 720]]

 [[283 721]]

 [[284 722]]

 [[284 723]]

 [[285 724]]

 [[285 725]]

 [[286 726]]

 [[286 727]]

 [[287 728]]

 [[287 729]]

 [[288 730]]

 [[288 731]]

 [[289 732]]

 [[289 733]]

 [[290 734]]

 [[290 735]]

 [[291 736]]

 [[291 737]]

 [[292 738]]

 [[292 739]]

 [[293 740]]

 [[293 741]]

 [[294 742]]

 [[294 743]]

 [[293 744]]

 [[257 744]]

 [[256 743]]

 [[256 742]]

 [[257 741]]

 [[257 740]]

 [[258 739]]

 [[258 738]]

 [[259 737]]

 [[259 736]]

 [[260 735]]

 [[260 734]]

 [[261 733]]

 [[261 732]]

 [[262 731]]

 [[262 730]]

 [[263 729]]

 [[263 728]]

 [[264 727]]

 [[264 726]]

 [[265 725]]

 [[265 724]]

 [[266 723]]

 [[266 722]]

 [[267 721]]

 [[267 720]]

 [[268 719]]

 [[268 718]]

 [[269 717]]

 [[269 716]]

 [[270 715]]

 [[270 714]]

 [[271 713]]

 [[271 712]]

 [[272 711]]

 [[272 710]]

 [[273 709]]

 [[273 708]]]"
1,"[[[225 669]]

 [[227 671]]

 [[227 672]]

 [[228 673]]

 [[228 674]]

 [[229 675]]

 [[229 676]]

 [[230 677]]

 [[230 678]]

 [[231 679]]

 [[231 680]]

 [[230 681]]

 [[220 681]]

 [[219 680]]

 [[219 679]]

 [[220 678]]

 [[220 677]]

 [[221 676]]

 [[221 675]]

 [[222 674]]

 [[222 673]]

 [[223 672]]

 [[223 671]]]"
1,"[[[125 669]]

 [[127 671]]

 [[127 672]]

 [[128 673]]

 [[128 674]]

 [[129 675]]

 [[129 676]]

 [[130 677]]

 [[130 678]]

 [[131 679]]

 [[131 680]]

 [[130 681]]

 [[120 681]]

 [[119 680]]

 [[119 679]]

 [[120 678]]

 [[120 677]]

 [[121 676]]

 [[121 675]]

 [[122 674]]

 [[122 673]]

 [[123 672]]

 [[123 671]]]"
1,"[[[275 668]]

 [[277 670]]

 [[277 671]]

 [[278 672]]

 [[278 673]]

 [[279 674]]

 [[279 675]]

 [[280 676]]

 [[280 677]]

 [[281 678]]

 [[281 679]]

 [[282 680]]

 [[282 681]]

 [[281 682]]

 [[269 682]]

 [[268 681]]

 [[268 680]]

 [[269 679]]

 [[269 678]]

 [[270 677]]

 [[270 676]]

 [[271 675]]

 [[271 674]]

 [[272 673]]

 [[272 672]]

 [[273 671]]

 [[273 670]]]"
1,"[[[ 25 668]]

 [[ 27 670]]

 [[ 27 671]]

 [[ 28 672]]

 [[ 28 673]]

 [[ 29 674]]

 [[ 29 675]]

 [[ 30 676]]

 [[ 30 677]]

 [[ 31 678]]

 [[ 31 679]]

 [[ 32 680]]

 [[ 32 681]]

 [[ 31 682]]

 [[ 19 682]]

 [[ 18 681]]

 [[ 18 680]]

 [[ 19 679]]

 [[ 19 678]]

 [[ 20 677]]

 [[ 20 676]]

 [[ 21 675]]

 [[ 21 674]]

 [[ 22 673]]

 [[ 22 672]]

 [[ 23 671]]

 [[ 23 670]]]"
1,"[[[675 665]]

 [[677 667]]

 [[677 668]]

 [[678 669]]

 [[678 670]]

 [[679 671]]

 [[679 672]]

 [[680 673]]

 [[680 674]]

 [[681 675]]

 [[681 676]]

 [[682 677]]

 [[682 678]]

 [[683 679]]

 [[683 680]]

 [[684 681]]

 [[684 682]]

 [[685 683]]

 [[685 684]]

 [[684 685]]

 [[666 685]]

 [[665 684]]

 [[665 683]]

 [[666 682]]

 [[666 681]]

 [[667 680]]

 [[667 679]]

 [[668 678]]

 [[668 677]]

 [[669 676]]

 [[669 675]]

 [[670 674]]

 [[670 673]]

 [[671 672]]

 [[671 671]]

 [[672 670]]

 [[672 669]]

 [[673 668]]

 [[673 667]]]"
1,"[[[625 665]]

 [[627 667]]

 [[627 668]]

 [[628 669]]

 [[628 670]]

 [[629 671]]

 [[629 672]]

 [[630 673]]

 [[630 674]]

 [[631 675]]

 [[631 676]]

 [[632 677]]

 [[632 678]]

 [[633 679]]

 [[633 680]]

 [[634 681]]

 [[634 682]]

 [[635 683]]

 [[635 684]]

 [[634 685]]

 [[616 685]]

 [[615 684]]

 [[615 683]]

 [[616 682]]

 [[616 681]]

 [[617 680]]

 [[617 679]]

 [[618 678]]

 [[618 677]]

 [[619 676]]

 [[619 675]]

 [[620 674]]

 [[620 673]]

 [[621 672]]

 [[621 671]]

 [[622 670]]

 [[622 669]]

 [[623 668]]

 [[623 667]]]"
1,"[[[725 664]]

 [[727 666]]

 [[727 667]]

 [[728 668]]

 [[728 669]]

 [[729 670]]

 [[729 671]]

 [[730 672]]

 [[730 673]]

 [[731 674]]

 [[731 675]]

 [[732 676]]

 [[732 677]]

 [[733 678]]

 [[733 679]]

 [[734 680]]

 [[734 681]]

 [[735 682]]

 [[735 683]]

 [[736 684]]

 [[736 685]]

 [[735 686]]

 [[715 686]]

 [[714 685]]

 [[714 684]]

 [[715 683]]

 [[715 682]]

 [[716 681]]

 [[716 680]]

 [[717 679]]

 [[717 678]]

 [[718 677]]

 [[718 676]]

 [[719 675]]

 [[719 674]]

 [[720 673]]

 [[720 672]]

 [[721 671]]

 [[721 670]]

 [[722 669]]

 [[722 668]]

 [[723 667]]

 [[723 666]]]"
1,"[[[175 663]]

 [[177 665]]

 [[177 666]]

 [[178 667]]

 [[178 668]]

 [[179 669]]

 [[179 670]]

 [[180 671]]

 [[180 672]]

 [[181 673]]

 [[181 674]]

 [[182 675]]

 [[182 676]]

 [[183 677]]

 [[183 678]]

 [[184 679]]

 [[184 680]]

 [[185 681]]

 [[185 682]]

 [[186 683]]

 [[186 684]]

 [[187 685]]

 [[187 686]]

 [[186 687]]

 [[164 687]]

 [[163 686]]

 [[163 685]]

 [[164 684]]

 [[164 683]]

 [[165 682]]

 [[165 681]]

 [[166 680]]

 [[166 679]]

 [[167 678]]

 [[167 677]]

 [[168 676]]

 [[168 675]]

 [[169 674]]

 [[169 673]]

 [[170 672]]

 [[170 671]]

 [[171 670]]

 [[171 669]]

 [[172 668]]

 [[172 667]]

 [[173 666]]

 [[173 665]]]"
1,"[[[825 662]]

 [[827 664]]

 [[827 665]]

 [[828 666]]

 [[828 667]]

 [[829 668]]

 [[829 669]]

 [[830 670]]

 [[830 671]]

 [[831 672]]

 [[831 673]]

 [[832 674]]

 [[832 675]]

 [[833 676]]

 [[833 677]]

 [[834 678]]

 [[834 679]]

 [[835 680]]

 [[835 681]]

 [[836 682]]

 [[836 683]]

 [[837 684]]

 [[837 685]]

 [[838 686]]

 [[838 687]]

 [[837 688]]

 [[813 688]]

 [[812 687]]

 [[812 686]]

 [[813 685]]

 [[813 684]]

 [[814 683]]

 [[814 682]]

 [[815 681]]

 [[815 680]]

 [[816 679]]

 [[816 678]]

 [[817 677]]

 [[817 676]]

 [[818 675]]

 [[818 674]]

 [[819 673]]

 [[819 672]]

 [[820 671]]

 [[820 670]]

 [[821 669]]

 [[821 668]]

 [[822 667]]

 [[822 666]]

 [[823 665]]

 [[823 664]]]"
